USERNAME,COUNTRY_CODE,EMAIL_ADDRESS,CREDITCARD_TYPE,CUST_ID,AGE,SUBSCRIPTION_TYPE,WATCH_TOUCHPOINT,WATCH_STATUS,SUBSCRIPTION_TYPE,GENERATION,Dinosaur Planet,Isle of Man TT 2004 Review,Character,Paula Abduls Get Up & Dance,The Rise and Fall of ECW,Sick,8 Man,What the Do We Know,The Rings,Class of Nuke Em High 2,Fight club,Fighter,Full Frame Documentary Shorts,My Favorite Brunette,Lord of the Rings The Return of the King Extended Edition Bonus Material,Nature Antarctica,Neil Diamond Greatest Hits Live,Screamers,7 Seconds,Immortal Beloved,By Dawns Early Light,Seeta Aur Geeta,Strange Relations,Chump Change,Clifford Clifford Saves the Day,My Bloody Valentine,Inspector Morse 31 Death Is Now My Neighbour,Never Die Alone,Sesame Street Elmos World The Street We Live On
James Cushman       ,US,James.V.Cushman@dodgeit.com,American Express,12694,27,Complete,Desktop,Occasional,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Zella Alvarado      ,DE,Zella.G.Alvarado@mailinator.com,JCB,12698,52,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Evonne Donnell      ,US,Evonne.R.Donnell@pookmail.com,American Express,12702,68,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Evonne Donnell      ,US,Evonne.R.Donnell@pookmail.com,American Express,12702,68,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Evonne Donnell      ,US,Evonne.R.Donnell@pookmail.com,American Express,12702,68,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Evonne Donnell      ,US,Evonne.R.Donnell@pookmail.com,American Express,12702,68,Abandoned,Phone,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Evonne Donnell      ,US,Evonne.R.Donnell@pookmail.com,American Express,12702,68,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alicia Sanchez      ,ES,Alicia.J.Sanchez@spambob.com,American Express,12706,74,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
Alicia Sanchez      ,ES,Alicia.J.Sanchez@spambob.com,American Express,12706,74,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Alicia Sanchez      ,ES,Alicia.J.Sanchez@spambob.com,American Express,12706,74,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
Robin Taylor        ,US,Robin.A.Taylor@pookmail.com,Discover,12710,NA,Cancelled,Desktop,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Taylor        ,US,Robin.A.Taylor@pookmail.com,Discover,12710,NA,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Jeffery Martino     ,IT,Jeffery.T.Martino@dodgeit.com,Diners Club,12718,28,Complete,Phone,FirstTime,MediumValue,Gen_Y,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
Jeffery Martino     ,IT,Jeffery.T.Martino@dodgeit.com,Diners Club,12718,28,Abandoned,Phone,FirstTime,LowValue,Gen_Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffery Martino     ,IT,Jeffery.T.Martino@dodgeit.com,Diners Club,12718,28,Cancelled,Phone,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeffery Martino     ,IT,Jeffery.T.Martino@dodgeit.com,Diners Club,12718,28,In-Progress,Phone,FirstTime,MediumValue,Gen_Y,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
James Waggoner      ,US,James.B.Waggoner@mailinator.com,JCB,12722,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
James Waggoner      ,US,James.B.Waggoner@mailinator.com,JCB,12722,56,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
James Waggoner      ,US,James.B.Waggoner@mailinator.com,JCB,12722,56,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Carolyn Pollock     ,FR,Carolyn.D.Pollock@spambob.com,Discover,12734,age-NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolyn Pollock     ,FR,Carolyn.D.Pollock@spambob.com,Discover,12734,age-NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolyn Pollock     ,FR,Carolyn.D.Pollock@spambob.com,Discover,12734,age-NA,Abandoned,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
William Dalton      ,FR,William.A.Dalton@trashymail.com,Diners Club,12738,22,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
William Dalton      ,FR,William.A.Dalton@trashymail.com,Diners Club,12738,22,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
William Dalton      ,FR,William.A.Dalton@trashymail.com,Diners Club,12738,22,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jason Bien          ,ES,Jason.C.Bien@trashymail.com,Discover,12742,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jason Bien          ,ES,Jason.C.Bien@trashymail.com,Discover,12742,63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scott Mclaughlin    ,IT,Scott.D.Mclaughlin@dodgeit.com,VISA,12746,21,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scott Mclaughlin    ,IT,Scott.D.Mclaughlin@dodgeit.com,VISA,12746,21,Complete,Desktop,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
Nan Penton          ,CA,Nan.W.Penton@pookmail.com,American Express,12750,25,Complete,Phone,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nan Penton          ,CA,Nan.W.Penton@pookmail.com,American Express,12750,25,Complete,Desktop,FirstTime,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Nan Penton          ,CA,Nan.W.Penton@pookmail.com,American Express,12750,25,Complete,Desktop,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nan Penton          ,CA,Nan.W.Penton@pookmail.com,American Express,12750,25,Complete,Phone,FirstTime,MediumValue,Gen_Y,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nan Penton          ,CA,Nan.W.Penton@pookmail.com,American Express,12750,25,Complete,Desktop,FirstTime,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Eric Sebastian      ,US,Eric.A.Sebastian@mailinator.com,American Express,12754,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Sebastian      ,US,Eric.A.Sebastian@mailinator.com,American Express,12754,30,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eric Sebastian      ,US,Eric.A.Sebastian@mailinator.com,American Express,12754,30,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Tighe        ,IT,Warren.G.Tighe@trashymail.com,Discover,12774,NA,Cancelled,Phone,FirstTime,MediumValue,Gen_Z,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Warren Tighe        ,IT,Warren.G.Tighe@trashymail.com,Discover,12774,NA,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Warren Tighe        ,IT,Warren.G.Tighe@trashymail.com,Discover,12774,NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Tighe        ,IT,Warren.G.Tighe@trashymail.com,Discover,12774,NA,Complete,Phone,FirstTime,HighValue,Gen_Z,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Gene Branham        ,IT,Gene.A.Branham@spambob.com,Discover,12778,44,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Becky Durden        ,IT,Becky.B.Durden@spambob.com,Diners Club,12794,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Becky Durden        ,IT,Becky.B.Durden@spambob.com,Diners Club,12794,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Robert Collins      ,IT,Robert.J.Collins@dodgeit.com,Diners Club,12802,66,Abandoned,Desktop,Frequent,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Collins      ,IT,Robert.J.Collins@dodgeit.com,Diners Club,12802,66,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Robert Collins      ,IT,Robert.J.Collins@dodgeit.com,Diners Club,12802,66,Complete,Phone,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Robert Collins      ,IT,Robert.J.Collins@dodgeit.com,Diners Club,12802,66,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Esteban Victorino   ,IT,Esteban.P.Victorino@mailinator.com,American Express,12810,46,In-Progress,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esteban Victorino   ,IT,Esteban.P.Victorino@mailinator.com,American Express,12810,46,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
John Figueroa       ,ES,John.P.Figueroa@dodgeit.com,VISA,12814,68,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Tracey Cooke        ,IT,Tracey.D.Cooke@pookmail.com,Discover,12818,51,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tracey Cooke        ,IT,Tracey.D.Cooke@pookmail.com,Discover,12818,51,Complete,Phone,Occasional,LowValue,Gen_X,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracey Cooke        ,IT,Tracey.D.Cooke@pookmail.com,Discover,12818,51,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tracey Cooke        ,IT,Tracey.D.Cooke@pookmail.com,Discover,12818,51,Abandoned,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Larry Mitchell      ,IT,Larry.B.Mitchell@trashymail.com,Master Card,12822,68,Abandoned,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0
Larry Mitchell      ,IT,Larry.B.Mitchell@trashymail.com,Master Card,12822,68,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Larry Mitchell      ,IT,Larry.B.Mitchell@trashymail.com,Master Card,12822,68,Complete,Desktop,Occasional,MediumValue,Baby_Boomers,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Louise Medina       ,IT,Louise.T.Medina@mailinator.com,Diners Club,12826,72,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Louise Medina       ,IT,Louise.T.Medina@mailinator.com,Diners Club,12826,72,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Louise Medina       ,IT,Louise.T.Medina@mailinator.com,Diners Club,12826,72,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Mark Bacon          ,FR,Mark.T.Bacon@trashymail.com,Diners Club,12834,21,Abandoned,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Mark Bacon          ,FR,Mark.T.Bacon@trashymail.com,Diners Club,12834,21,Complete,Desktop,Occasional,MediumValue,Gen_Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
Doris Gill          ,ES,Doris.M.Gill@spambob.com,JCB,12838,NA,Complete,Phone,Frequent,HighValue,Gen_Z,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Willie Rodriguez    ,IT,Willie.D.Rodriguez@pookmail.com,American Express,12846,77,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Willie Rodriguez    ,IT,Willie.D.Rodriguez@pookmail.com,American Express,12846,77,Complete,Desktop,Frequent,HighValue,Baby_Boomers,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Willie Rodriguez    ,IT,Willie.D.Rodriguez@pookmail.com,American Express,12846,77,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
Jamie Cameron       ,ES,Jamie.B.Cameron@dodgeit.com,Discover,12850,58,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Cameron       ,ES,Jamie.B.Cameron@dodgeit.com,Discover,12850,58,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Dison        ,IT,Edward.A.Dison@trashymail.com,Discover,12858,40,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Edward Dison        ,IT,Edward.A.Dison@trashymail.com,Discover,12858,40,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Dison        ,IT,Edward.A.Dison@trashymail.com,Discover,12858,40,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Dison        ,IT,Edward.A.Dison@trashymail.com,Discover,12858,40,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lawrence Mcginley   ,IT,Lawrence.D.Mcginley@pookmail.com,VISA,12862,56,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosario Anderson    ,ES,Rosario.D.Anderson@trashymail.com,VISA,12866,age-43,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Paul Hart           ,IT,Paul.M.Hart@mailinator.com,Diners Club,12874,67,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
Patricia Mattia     ,IT,Patricia.D.Mattia@spambob.com,JCB,12882,67,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Patricia Mattia     ,IT,Patricia.D.Mattia@spambob.com,JCB,12882,67,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Patricia Mattia     ,IT,Patricia.D.Mattia@spambob.com,JCB,12882,67,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scott Mellinger     ,FR,Scott.T.Mellinger@trashymail.com,VISA,12890,44,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Scott Mellinger     ,FR,Scott.T.Mellinger@trashymail.com,VISA,12890,44,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krista Wright       ,FR,Krista.G.Wright@pookmail.com,Diners Club,12902,74,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
Krista Wright       ,FR,Krista.G.Wright@pookmail.com,Diners Club,12902,74,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Krista Wright       ,FR,Krista.G.Wright@pookmail.com,Diners Club,12902,74,Complete,Desktop,Occasional,MediumValue,Baby_Boomers,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Krista Wright       ,FR,Krista.G.Wright@pookmail.com,Diners Club,12902,74,Complete,Desktop,Occasional,HighValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
Krista Wright       ,FR,Krista.G.Wright@pookmail.com,Diners Club,12902,74,Complete,Desktop,Occasional,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Teresa Colon        ,DE,Teresa.P.Colon@spambob.com,Diners Club,12906,33,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Teresa Colon        ,DE,Teresa.P.Colon@spambob.com,Diners Club,12906,33,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Teresa Colon        ,DE,Teresa.P.Colon@spambob.com,Diners Club,12906,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Teresa Colon        ,DE,Teresa.P.Colon@spambob.com,Diners Club,12906,33,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Teresa Colon        ,DE,Teresa.P.Colon@spambob.com,Diners Club,12906,33,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mark Hoyt           ,UK,Mark.Y.Hoyt@dodgeit.com,JCB,12910,27,Complete,Phone,Frequent,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Mark Hoyt           ,UK,Mark.Y.Hoyt@dodgeit.com,JCB,12910,27,Cancelled,Desktop,Frequent,MediumValue,Gen_Y,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Mark Hoyt           ,UK,Mark.Y.Hoyt@dodgeit.com,JCB,12910,27,Complete,Phone,Frequent,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Francis Fuentes     ,IT,Francis.M.Fuentes@pookmail.com,American Express,12914,NA,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Francis Fuentes     ,IT,Francis.M.Fuentes@pookmail.com,American Express,12914,NA,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Choi        ,DE,Matthew.J.Choi@dodgeit.com,American Express,12926,19,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Choi        ,DE,Matthew.J.Choi@dodgeit.com,American Express,12926,19,Complete,Desktop,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Choi        ,DE,Matthew.J.Choi@dodgeit.com,American Express,12926,19,Complete,Phone,FirstTime,MediumValue,Gen_Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
Matthew Choi        ,DE,Matthew.J.Choi@dodgeit.com,American Express,12926,19,Complete,Desktop,FirstTime,MediumValue,Gen_Z,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Matthew Choi        ,DE,Matthew.J.Choi@dodgeit.com,American Express,12926,19,Complete,Desktop,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Charlotte Gonzales  ,ES,Charlotte.T.Gonzales@trashymail.com,American Express,12930,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Charlotte Gonzales  ,ES,Charlotte.T.Gonzales@trashymail.com,American Express,12930,35,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte Gonzales  ,ES,Charlotte.T.Gonzales@trashymail.com,American Express,12930,35,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jack Curry          ,FR,Jack.T.Curry@trashymail.com,JCB,12934,27,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jack Curry          ,FR,Jack.T.Curry@trashymail.com,JCB,12934,27,In-Progress,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Margaret Palmer     ,IT,Margaret.M.Palmer@trashymail.com,American Express,12938,NA,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
